links,names,ratings,cuisine,price_for_one
https://www.zomato.com/hyderabad/saravana-udupi-hotel-boiguda-secunderabad/order,Saravana Udupi Hotel,3.9,South Indian,250
https://www.zomato.com/hyderabad/jupiters-neelam-bar-restaurant-kacheguda/order,Jupiters Neelam Bar & Restaurant,-,"North Indian, Chinese",250
https://www.zomato.com/hyderabad/empala-hotel-masab-tank/order,Empala Hotel,3.5,Lebanese,250
https://www.zomato.com/hyderabad/balaji-vishnu-sweet-house-koti/order,Balaji Vishnu Sweet House,4,"Mithai, Street Food, Tea",250
https://www.zomato.com/hyderabad/verandah-the-park-somajiguda/order,Verandah - The Park,3.7,"North Indian, Continental, Chinese, Desserts, Oriental, Biryani, Beverages",250
https://www.zomato.com/hyderabad/arabian-shawarma-adda-himayath-nagar/order,Arabian Shawarma Adda,3.6,"Middle Eastern, Shawarma",250
https://www.zomato.com/hyderabad/jai-bhavani-spicy-hut-fast-food-tiffins-koti/order,Jai Bhavani Spicy Hut fast food & Tiffins,4,"Chinese, Sichuan",250
https://www.zomato.com/hyderabad/mataam-al-hind-amberpet/order,Mataam Al Hind,3.7,"Arabian, Mandi",250
https://www.zomato.com/hyderabad/popking-popcorn-2-basheer-bagh/order,PopKing Popcorn,4,Fast Food,250
https://www.zomato.com/hyderabad/milkshakes-hub-n-more-l-b-nagar/order,Milkshakes Hub n More,4.2,"Beverages, Shake, Burger",250
https://www.zomato.com/hyderabad/sipr-slurp-1-narayanguda/order,Sip'R Slurp,3.6,"Beverages, Shake",150
https://www.zomato.com/hyderabad/old-mumbai-ice-cream-malakpet/order,Old Mumbai Ice Cream,4.3,"Ice Cream, Desserts, Shake, Beverages",150
https://www.zomato.com/hyderabad/mimees-chocolates-ghansi-bazaar/order,Mimee's Chocolates,4.6,Desserts,150
https://www.zomato.com/hyderabad/rich-cake-wala-falaknuma/order,Rich Cake Wala,3.5,"Bakery, Desserts",150
https://www.zomato.com/hyderabad/brownie-heaven-himayath-nagar/order,Brownie Heaven,4,"Desserts, Ice Cream",150
https://www.zomato.com/hyderabad/zuci-artisanal-chocolates-cafe-jubilee-hills/order,ZUCI - Artisanal Chocolates & Cafe,4.2,"Cafe, Fast Food, Continental, Beverages, Desserts, Bakery, Shake, Tea",150
https://www.zomato.com/hyderabad/rice-plus-plus-narayanguda/order,Rice Plus Plus,2.6,"Healthy Food, North Indian, Italian",150
https://www.zomato.com/hyderabad/natures-spirit-attapur/order,Nature's Spirit,2.9,"Healthy Food, Sandwich, Beverages",150
https://www.zomato.com/hyderabad/quality-shawarma-banjara-hills/order,Quality Shawarma,-,"Bakery, Shawarma",150
https://www.zomato.com/hyderabad/quality-cakes-banjara-hills/order,Quality Cakes,3.8,"Bakery, Desserts",150
https://www.zomato.com/hyderabad/best-burgers-malakpet/order,Best Burgers,3.4,"Pizza, Burger, Fast Food",150
https://www.zomato.com/hyderabad/cakes-07-banjara-hills/order,Cakes 07,4.2,"Bakery, Desserts, Beverages",150
https://www.zomato.com/hyderabad/potful-claypot-biryanis-khairatabad/order,Potful - Claypot Biryanis,4.1,"Biryani, Kebab, Mughlai, North Indian, Desserts, Beverages",350
https://www.zomato.com/hyderabad/the-burger-life-dilsukhnagar/order,The Burger Life,3.1,"Fast Food, Burger",350
https://www.zomato.com/hyderabad/dairy-den-l-b-nagar/order,Dairy Den,4.3,"Ice Cream, Desserts",350
https://www.zomato.com/hyderabad/alfa-bakery-3-masab-tank/order,Alfa Bakery,4,Bakery,350
https://www.zomato.com/hyderabad/enchanté-café-confectionery-film-nagar/order,Enchanté Café & Confectionery,3.7,"Cafe, Italian, Continental, Burger, Fast Food, Desserts, Beverages, Pizza",350
https://www.zomato.com/hyderabad/hydrate-the-bar-hampshire-plaza-lakdikapul/order,Hydrate The Bar - Hampshire Plaza,-,"North Indian, Chinese, Beverages, Biryani, Desserts, Sichuan",350
https://www.zomato.com/hyderabad/eat-subs-sd-road-secunderabad/order,Eat Subs,-,"Fast Food, Desserts",350
https://www.zomato.com/hyderabad/sri-balaji-mithai-bhandar-khairatabad/order,Sri Balaji Mithai Bhandar,4.3,"Mithai, Street Food",350
https://www.zomato.com/hyderabad/ek-pyali-chai-1-lakdikapul/order,Ek Pyali Chai,3.6,"Fast Food, Street Food, Tea, Beverages, Coffee",350
https://www.zomato.com/hyderabad/cakes99-banjara-hills/order,Cakes99,3.8,"Bakery, Desserts",350
https://www.zomato.com/hyderabad/vip-tasty-foods-dilsukhnagar/order,Vip Tasty Foods,-,Andhra,350
https://www.zomato.com/hyderabad/urban-turban-attapur/order,Urban Turban,-,"North Indian, Chinese",350
https://www.zomato.com/hyderabad/new-balaji-family-dhaba-malakpet/order,New Balaji Family Dhaba,3.9,"North Indian, Chinese, Biryani",250
https://www.zomato.com/hyderabad/kiranmai-food-court-dilsukhnagar/order,Kiranmai Food Court,-,"South Indian, Andhra",250
https://www.zomato.com/hyderabad/mumbaichee-chaat-street-banjara-hills/order,Mumbaichee Chaat Street,3.4,Street Food,250
https://www.zomato.com/hyderabad/kulfi-shulfi-tolichowki/order,Kulfi Shulfi,-,Desserts,250
https://www.zomato.com/hyderabad/ariko-cafe-jubilee-hills/order,Ariko Cafe,4,"Ice Cream, Desserts, Pizza, Waffle, Tea, Coffee",250
https://www.zomato.com/hyderabad/firangi-fried-chicken-dilsukhnagar/order,Firangi Fried Chicken,3.8,"Fast Food, Biryani",250
https://www.zomato.com/hyderabad/sankla-tiffins-dhaba-chandrayanagutta/order,Sankla Tiffins & Dhaba,-,"Chinese, South Indian, North Indian",250
https://www.zomato.com/hyderabad/meer-cafe-mehdipatnam/order,Meer Cafe,3.8,South Indian,250
https://www.zomato.com/hyderabad/bhavani-tiffins-masab-tank/order,Bhavani Tiffins,4,South Indian,250
https://www.zomato.com/hyderabad/zaheer-juice-center-malakpet/order,Zaheer Juice Center,4.2,"Juices, Beverages, Shake, Desserts, Salad",250
https://www.zomato.com/hyderabad/aashus-juice-bar-attapur/order,Aashu's Juice Bar,4.2,"Beverages, Fast Food, Desserts",250
https://www.zomato.com/hyderabad/jai-bhavani-tiffins-snacks-attapur/order,Jai Bhavani Tiffin's & Snacks,3.4,South Indian,250
https://www.zomato.com/hyderabad/machili-com-1-s-r-nagar/order,Machili.Com,-,Seafood,350
https://www.zomato.com/hyderabad/bhatthi-by-phulkaas-musheerabad/order,Bhatthi By Phulkaas,-,"North Indian, Kebab",350
https://www.zomato.com/hyderabad/season-one-ice-cream-1-rajendra-nagar/order,Season One Ice Cream,4.3,"Ice Cream, Desserts",350
https://www.zomato.com/hyderabad/cakes-club-banjara-hills/order,Cakes Club,3.5,"Bakery, Desserts",350
https://www.zomato.com/hyderabad/rks-kitchen-dilsukhnagar/order,RK's Kitchen,3.4,South Indian,350
https://www.zomato.com/hyderabad/makaan-zaiqa-1-mehdipatnam/order,Makaan Zaiqa,-,"Hyderabadi, Desserts, Sandwich, Salad",350
https://www.zomato.com/hyderabad/eat-n-treat-1-ghansi-bazaar/order,Eat N Treat,3.8,"Mithai, Street Food",350
https://www.zomato.com/hyderabad/dr-cakes-banjara-hills/order,Dr Cakes,3.2,"Bakery, Desserts",350
https://www.zomato.com/hyderabad/shahi-naan-amberpet/order,Shahi Naan,-,North Indian,350
https://www.zomato.com/hyderabad/combosthalam-by-phulkaas-musheerabad/order,Combosthalam By Phulkaas,3.8,"North Indian, Chinese",350
https://www.zomato.com/hyderabad/pachadis-by-phulkaas-musheerabad/order,Pachadis By Phulkaas,-,South Indian,350
https://www.zomato.com/hyderabad/tasim-1-himayath-nagar/order,Tasim,3.4,"Chinese, Momos",350
